detail_id,order_id,product_id,quantity,discount
577,8453,79,5,15
578,4316,99,3,5
579,2869,85,3,20
580,7413,26,1,5
581,8055,33,5,10
582,856,68,2,15
583,4405,29,2,0
584,856,52,1,20
585,4040,1,4,15
586,3985,56,4,15
587,5955,65,3,20
588,8501,57,4,0
589,5197,60,2,5
590,3812,43,2,20
591,3472,64,5,0
592,3021,32,5,20
593,4769,87,1,10
594,7157,77,3,15
595,6223,98,1,20
596,2766,60,5,0
597,2514,96,1,15
598,9923,81,4,5
599,4586,70,1,20
600,5787,21,2,10
601,2177,97,4,10
602,6991,15,4,5
603,7318,20,1,0
604,7798,94,1,0
605,1841,58,3,10
606,5455,89,4,15
607,7531,38,4,5
608,6036,15,1,15
609,7427,92,3,10
610,4267,89,5,20
611,8325,73,1,15
612,2040,90,4,15
613,8056,67,5,0
614,3851,3,2,10
615,9431,18,2,0
616,160,72,2,5
617,4959,16,5,15
618,1973,100,3,10
619,300,26,5,5
620,898,100,2,20
621,161,25,3,10
622,3372,14,2,15
623,3606,14,2,20
624,6049,89,1,10
625,9025,66,5,0
626,8866,64,3,20
627,9275,60,2,5
628,2907,83,5,5
629,7881,68,1,20
630,9674,19,5,5
631,9422,70,4,5
632,9470,13,1,15
633,2925,4,3,15
634,7537,72,4,5
635,661,99,2,20
636,1042,50,5,0
637,9363,97,3,20
638,6438,62,1,15
639,6224,90,5,20
640,6668,33,3,10
641,9611,9,1,20
642,5752,11,1,0
643,5621,34,2,15
644,2872,42,3,15
645,3745,2,1,20
646,762,68,4,5
647,5529,65,3,5
648,3675,3,2,5
649,7789,24,4,10
650,2593,15,3,5
651,7982,100,2,5
652,1132,16,3,5
653,4706,9,4,15
654,3832,70,2,15
655,7570,57,3,20
656,7196,17,4,15
657,7638,15,5,20
658,4508,53,1,10
659,3092,90,3,15
660,5430,82,4,10
661,999,79,4,20
662,3806,34,5,15
663,9757,65,4,0
664,6998,89,3,15
665,2594,79,2,20
666,1530,98,4,15
667,3163,50,1,10
668,3956,97,5,0
669,8909,9,1,0
670,383,5,4,15
671,8855,31,1,20
672,2564,94,4,5
673,7809,82,3,0
674,9615,70,4,0
675,3405,24,2,10
676,927,94,5,0
677,3259,30,5,5
678,2637,61,3,10
679,6049,34,3,10
680,4640,62,2,15
681,8499,64,5,5
682,4755,37,4,15
683,1243,59,3,0
684,6686,51,5,15
685,7363,73,5,10
686,2059,1,4,0
687,3584,61,4,20
688,8715,22,2,15
689,6158,11,5,5
690,5197,93,5,5
691,487,70,4,20
692,8090,73,1,20
693,1147,23,5,0
694,2887,11,2,15
695,3560,41,5,0
696,5986,56,4,0
697,551,23,4,5
698,2793,91,3,0
699,9959,26,2,10
700,6870,17,5,10
701,4762,30,4,5
702,8866,24,5,10
703,460,93,1,5
704,5814,90,2,0
705,707,34,2,5
706,763,73,1,20
707,2567,65,1,5
708,4779,62,5,15
709,6864,56,4,20
710,3379,4,2,0
711,8032,22,5,10
712,823,79,5,5
713,7792,45,1,5
714,7977,54,5,10
715,8691,15,3,0
716,9757,95,4,15
717,9231,79,1,20
718,4761,42,1,20
719,2513,1,5,10
720,6989,45,2,20
721,5505,12,5,10
722,643,48,4,20
723,4752,97,3,20
724,3508,89,3,0
725,1626,7,4,10
726,2861,71,4,20
727,7764,22,2,10
728,7744,94,3,0
729,2110,23,3,20
730,4072,92,1,5
731,3026,61,2,10
732,4409,37,5,10
733,5159,81,1,5
734,219,58,5,10
735,8944,17,3,10
736,7012,61,4,5
737,3895,80,4,15
738,7946,67,2,20
739,180,57,3,0
740,6671,26,5,0
741,6565,55,2,15
742,7911,80,3,0
743,9976,89,5,0
744,7521,27,4,5
745,2783,80,1,15
746,6393,36,5,0
747,3564,52,1,10
748,5831,39,3,0
749,2987,77,1,20
750,5933,49,3,0
751,5324,96,5,10
752,9182,39,1,10
753,9350,23,2,20
754,3669,42,4,0
755,2192,18,5,5
756,5842,9,1,15
757,4917,66,4,5
758,6808,80,2,20
759,757,45,5,10
760,6418,5,4,0
761,4307,30,3,0
762,7978,48,5,5
763,1318,57,2,15
764,1073,5,5,10
765,5352,51,2,0
766,4112,58,5,15
767,1704,99,2,15
768,5501,7,5,20
769,9973,78,4,10
770,5489,65,3,5
771,7746,76,5,15
772,8829,66,1,15
773,6870,66,1,20
774,6630,43,1,0
775,9411,71,5,20
776,7298,37,3,15
777,3181,24,1,15
778,7416,66,3,10
779,5211,60,3,15
780,7572,3,4,0
781,8535,99,3,10
782,9046,93,5,5
783,5113,70,3,15
784,4647,97,2,5
785,7642,91,3,10
786,1349,10,3,15
787,5962,20,4,15
788,840,11,3,15
789,2652,50,4,20
790,9249,69,1,20
791,932,48,2,15
792,9632,20,1,0
793,9147,42,3,15
794,3903,14,4,10
795,6703,6,4,15
796,5064,73,2,5
797,3912,63,3,10
798,8827,27,5,20
799,3304,93,2,5
800,1457,34,5,5
801,2535,46,3,20
802,5320,74,2,20
803,2849,96,1,15
804,7040,56,3,5
805,4239,64,5,15
806,1437,5,5,0
807,352,20,5,0
808,2,6,1,5
809,2750,96,4,15
810,6707,12,4,20
811,215,66,5,15
812,4208,40,5,20
813,1139,51,2,15
814,7967,100,4,10
815,58,19,5,10
816,2652,46,1,0
817,2526,18,5,0
818,5924,26,3,5
819,7480,42,5,5
820,7884,10,5,15
821,6474,96,4,0
822,6160,22,3,5
823,9930,97,2,5
824,8693,4,1,0
825,7773,88,1,0
826,7185,60,3,10
827,6493,3,5,5
828,4850,72,4,10
829,9413,15,4,10
830,157,59,5,5
831,1560,17,2,5
832,1889,41,2,10
833,9807,64,4,5
834,1689,63,3,0
835,489,97,2,15
836,5709,14,3,0
837,6223,36,5,15
838,6300,68,5,20
839,3064,25,5,15
840,3157,83,2,15
841,8670,51,1,5
842,8614,38,5,15
843,3530,47,3,10
844,276,9,2,0
845,9835,86,5,0
846,4302,87,5,20
847,5702,17,3,5
848,5520,74,3,5
849,124,11,5,15
850,5977,35,5,15
851,952,44,5,10
852,4198,47,5,20
853,1643,34,3,5
854,1153,1,2,0
855,3356,65,5,15
856,27,81,4,0
857,4046,96,4,0
858,4720,17,1,5
859,1628,1,1,10
860,6673,70,4,20
861,7726,46,2,0
862,663,8,5,10
863,9032,56,3,10
864,2873,45,3,15
865,8475,50,2,5
866,2710,80,1,10
867,4363,37,1,15
868,1451,3,3,15
869,8158,28,5,5
870,3548,90,4,20
871,540,60,1,15
872,4116,87,5,15
873,2322,92,2,10
874,8593,100,2,20
875,9434,86,3,0
876,7572,47,2,0
877,4984,60,4,0
878,653,40,5,5
879,120,88,4,15
880,2126,60,2,5
881,5931,44,2,20
882,2583,59,3,5
883,9151,30,2,15
884,2643,17,3,0
885,6974,27,3,20
886,3456,59,2,5
887,3800,1,1,10
888,6732,33,4,15
889,5956,100,1,5
890,8688,8,5,10
891,4836,11,5,10
892,2711,8,2,20
893,8110,14,1,0
894,322,36,3,5
895,3569,5,3,0
896,9567,70,1,20
897,9625,31,3,0
898,9502,53,1,0
899,8668,62,4,20
900,4780,86,5,15
901,6121,42,5,10
902,2548,21,3,5
903,7609,57,4,20
904,5762,60,3,10
905,7123,99,3,10
906,2320,75,2,15
907,8089,44,1,0
908,9880,27,2,10
909,2138,91,4,15
910,5115,79,3,5
911,3065,98,2,0
912,6953,50,1,20
913,5822,23,2,20
914,1677,36,5,20
915,7375,10,3,5
916,357,94,2,10
917,7480,64,4,20
918,3612,16,2,10
919,832,38,5,5
920,8477,50,2,15
921,2402,97,2,0
922,8035,44,3,5
923,3574,94,4,5
924,4876,62,4,15
925,3567,8,4,10
926,8787,46,5,5
927,7439,56,3,10
928,6364,80,5,0
929,5658,87,5,20
930,8018,29,1,5
931,8055,97,5,10
932,8643,14,3,10
933,2079,73,5,5
934,6689,69,4,15
935,1876,80,1,15
936,5133,4,3,15
937,1288,13,3,10
938,5961,13,1,15
939,4900,77,5,0
940,9215,67,4,20
941,6245,14,1,10
942,9090,68,5,0
943,1051,63,1,20
944,7183,17,5,15
945,129,11,2,15
946,8307,28,1,10
947,6652,22,3,5
948,988,50,1,10
949,1134,100,1,15
950,7889,54,5,0
951,5625,35,2,10
952,2494,52,5,5
953,1101,78,3,15
954,1370,75,1,5
955,4052,23,4,0
956,528,90,4,5
957,2065,44,4,10
958,2296,16,2,5
959,586,26,3,20
960,9236,98,1,10
961,6713,92,3,5
962,1338,57,2,0
963,941,83,3,15
964,3433,99,1,0
965,8602,89,4,15
966,265,84,1,20
967,8805,64,5,5
968,5732,3,3,10
969,4837,47,5,5
970,1790,71,1,5
971,1559,20,3,10
972,7263,1,5,20
973,8186,25,3,0
974,3867,46,1,10
975,4560,89,1,15
976,6747,33,4,0
977,9119,88,4,5
978,9623,35,2,15
979,8984,89,1,5
980,1445,38,3,5
981,4612,71,1,15
982,2192,100,1,15
983,8716,33,3,20
984,4539,43,5,10
985,888,23,2,5
986,7267,93,4,15
987,95,17,1,20
988,891,55,4,15
989,2073,43,2,15
990,9677,25,3,10
991,4441,45,1,20
992,627,52,4,15
993,4869,83,2,0
994,128,98,5,5
995,244,54,2,10
996,4838,26,4,0
997,318,88,5,10
998,2738,43,4,10
999,4417,24,2,15
1000,3905,44,2,10
1001,9266,59,2,10
1002,8546,54,5,20
1003,8351,84,2,5
1004,2643,43,2,10
1005,431,24,2,15
1006,7307,34,4,20
1007,121,25,2,20
1008,4175,63,1,5
1009,7813,2,3,20
1010,8096,88,4,10
1011,2301,21,2,0
1012,2625,93,1,0
1013,5004,2,2,5
1014,4608,18,1,5
1015,3705,87,5,15
1016,3454,71,3,10
1017,3444,46,1,0
1018,2053,13,3,15
1019,3931,70,2,15
1020,6187,54,5,10
1021,3093,53,3,20
1022,6149,94,5,10
1023,1162,78,5,15
1024,8881,89,3,0
1025,3603,91,3,10
1026,5165,93,3,5
1027,2648,77,4,15
1028,8149,25,4,10
1029,9528,40,2,20
1030,3425,12,5,20
1031,8608,85,4,0
1032,6514,54,4,5
1033,3996,39,2,20
1034,569,78,1,0
1035,5557,34,1,15
1036,8367,23,3,20
1037,7609,59,1,10
1038,4246,86,5,0
1039,1158,87,3,0
1040,7023,48,3,15
1041,6501,46,1,5
1042,6948,62,3,20
1043,288,59,3,5
1044,5709,13,2,20
1045,4068,34,3,15
1046,2692,73,2,5
1047,4948,86,5,10
1048,6914,43,1,10
1049,8715,20,2,5
1050,864,77,3,15
1051,6572,5,3,20
1052,6995,58,4,10
1053,7091,11,2,10
1054,9250,71,2,5
1055,4892,34,1,10
1056,6257,63,5,15
1057,9527,94,2,20
1058,9619,20,3,5
1059,1654,37,5,5
1060,7757,28,3,5
1061,782,67,2,0
1062,1316,90,4,20
1063,6911,58,3,10
1064,7341,68,4,20
1065,7380,26,2,0
1066,7496,9,5,0
1067,1592,52,5,10
1068,4113,15,5,5
1069,6454,97,5,15
1070,1346,65,4,0
1071,1867,44,2,20
1072,9112,87,4,10
1073,344,45,3,0
1074,9465,9,5,20
1075,9553,39,5,20
1076,5217,85,1,0
1077,7882,37,2,15
1078,1310,40,2,5
1079,7273,40,1,10
1080,5864,11,2,5
1081,8583,88,3,20
1082,9269,83,2,15
1083,491,72,1,0
1084,3865,45,4,10
1085,3667,12,5,20
1086,1911,5,1,10
1087,9542,23,3,15
1088,599,98,1,5
1089,8882,81,3,10
1090,9332,74,4,5
1091,6560,100,2,0
1092,5488,7,5,0
1093,130,71,4,15
1094,7248,7,3,5
1095,9473,46,4,20
1096,303,28,3,10
1097,755,50,3,5
1098,8655,21,2,10
1099,9315,65,3,20
1100,8237,63,4,20
1101,1290,69,4,10
1102,8494,89,3,0
1103,2880,11,2,5
1104,4616,73,4,0
1105,5738,78,2,15
1106,694,91,4,5
1107,7600,19,2,10
1108,2282,51,3,5
1109,6252,12,1,5
1110,8492,69,4,0
1111,5249,61,1,15
1112,2650,80,5,10
1113,8151,94,3,10
1114,8254,64,1,0
1115,9318,56,3,15
1116,1932,35,4,20
1117,9993,36,5,5
1118,8398,81,3,15
1119,724,16,4,15
1120,8243,44,5,15
1121,7447,57,5,20
1122,5455,30,2,10
1123,7382,99,3,5
1124,3428,6,2,15
1125,1243,79,5,20
1126,3417,17,4,0
1127,4062,70,4,0
1128,6081,93,4,10
1129,2171,95,2,15
1130,8767,26,4,20
1131,141,87,2,15
1132,1304,60,1,20
1133,7100,42,5,20
1134,350,59,3,15
1135,1905,89,2,0
1136,4118,53,3,10
1137,5351,49,3,15
1138,6388,29,4,5
1139,6402,25,5,0
1140,3422,80,2,5
1141,2884,27,1,10
1142,3000,13,1,5
1143,8063,77,5,20
1144,3048,4,3,20
1145,7307,73,2,15
1146,753,97,1,5
1147,3797,26,3,15
1148,9321,96,2,15
1149,7720,91,3,20
1150,113,11,2,20
1151,2128,76,5,5
1152,2536,4,1,5
1153,3427,57,1,10
1154,5261,61,3,0
1155,9050,42,1,15
1156,4862,78,1,0
1157,3701,78,2,20
1158,2204,26,4,20
1159,6923,96,3,20
1160,3925,70,2,15
1161,9191,29,1,5
1162,8992,2,1,5
1163,4092,72,2,5
1164,7106,96,4,5
1165,6629,9,3,0
1166,4651,64,4,0
1167,9926,37,3,15
1168,1430,86,3,20
1169,1765,65,1,0
1170,192,51,5,20
1171,4727,85,2,20
1172,3022,22,2,0
1173,8036,96,5,20
1174,5619,92,5,20
1175,3447,83,2,0
1176,1053,5,5,20
1177,8485,89,1,0
1178,7878,21,2,5
1179,2322,84,4,10
1180,7206,67,2,0
1181,1486,80,3,10
1182,2026,1,5,20
1183,3334,40,3,10
1184,2482,44,2,15
1185,4778,18,3,20
1186,4917,12,4,20
1187,5433,71,3,15
1188,8183,6,2,5
1189,9565,17,5,5
1190,1337,8,5,0
1191,6131,57,1,20
1192,1536,2,3,5
1193,9712,57,5,5
1194,3930,40,1,0
1195,2500,39,2,10
1196,755,42,5,15
1197,3332,14,1,15
1198,2584,55,5,10
1199,4614,9,5,15
1200,7669,56,5,20
1201,6800,12,4,15
1202,8737,57,2,20
1203,6833,17,1,10
1204,2788,99,5,15
1205,6013,91,5,0
1206,952,12,3,0
1207,770,93,1,20
1208,2459,45,5,5
1209,3467,7,4,10
1210,1585,15,4,15
1211,9135,21,3,0
1212,5243,20,5,20
1213,429,6,3,20
1214,6825,4,3,10
1215,6864,73,1,10
1216,706,65,3,20
1217,5476,85,1,15
1218,236,34,2,0
1219,4634,62,2,0
1220,8581,57,5,20
1221,7230,43,2,15
1222,3676,21,2,20
1223,4167,38,1,5
1224,3781,87,2,10
1225,9044,84,1,5
1226,1211,8,2,15
1227,7809,2,1,5
1228,3911,28,3,20
1229,2284,26,3,0
1230,7154,23,4,10
1231,1355,95,3,15
1232,874,66,5,5
1233,2742,65,4,0
1234,4324,13,4,0
1235,5106,29,3,10
1236,3602,92,3,20
1237,1840,92,5,20
1238,2478,40,3,10
1239,7416,94,3,15
1240,4835,93,2,5
1241,3778,8,3,0
1242,3556,6,3,20
1243,1333,65,1,10
1244,8414,45,2,10
1245,53,56,2,20
1246,2491,47,5,0
1247,9774,77,3,20
1248,1033,73,3,5
1249,7262,26,2,5
1250,1102,23,5,5
1251,8690,49,3,10
1252,6603,100,5,10
1253,972,21,2,0
1254,8707,3,3,5
1255,8913,91,3,15
1256,9447,90,2,15
1257,9733,48,1,5
